Time (s),i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
1.265,-0.1145,-0.0965,0.018,0.105,-0.066,-0.039,-0.3715,-0.376,-0.4345,-0.4385,-0.386,-0.1355
1.266,-0.107,-0.0865,0.021,0.0965,-0.064,-0.0325,-0.3865,-0.3665,-0.4205,-0.425,-0.378,-0.1235
1.267,-0.1085,-0.0905,0.018,0.099,-0.063,-0.036,-0.402,-0.3785,-0.4275,-0.4295,-0.3755,-0.1195
1.268,-0.107,-0.0855,0.0215,0.096,-0.064,-0.032,-0.3945,-0.376,-0.4305,-0.4325,-0.383,-0.125
1.269,-0.099,-0.0745,0.0245,0.0865,-0.0615,-0.025,-0.3795,-0.3635,-0.4195,-0.426,-0.3825,-0.1265
1.27,-0.109,-0.0845,0.0245,0.0965,-0.0665,-0.03,-0.3695,-0.371,-0.4265,-0.433,-0.384,-0.135
1.271,-0.1085,-0.081,0.0275,0.0945,-0.068,-0.0265,-0.375,-0.371,-0.4245,-0.43,-0.3875,-0.1345
1.272,-0.11,-0.067,0.043,0.088,-0.0765,-0.012,-0.3705,-0.3655,-0.417,-0.4245,-0.384,-0.1315
1.273,-0.117,-0.071,0.0465,0.0935,-0.0815,-0.012,-0.3665,-0.365,-0.4185,-0.428,-0.3845,-0.1325
1.274,-0.115,-0.0735,0.0415,0.094,-0.0785,-0.016,-0.3685,-0.3685,-0.421,-0.4305,-0.3825,-0.1295
1.275,-0.1145,-0.0725,0.042,0.093,-0.0785,-0.015,-0.3735,-0.374,-0.4265,-0.434,-0.38,-0.132
1.276,-0.1165,-0.0735,0.043,0.0945,-0.0795,-0.015,-0.372,-0.369,-0.421,-0.429,-0.3815,-0.1305
1.277,-0.1225,-0.075,0.048,0.0985,-0.085,-0.0135,-0.3635,-0.362,-0.417,-0.4245,-0.3855,-0.1295
1.278,-0.1165,-0.0795,0.037,0.0975,-0.0765,-0.021,-0.3655,-0.362,-0.4175,-0.425,-0.382,-0.1305
1.279,-0.114,-0.073,0.0415,0.093,-0.0775,-0.0155,-0.366,-0.362,-0.415,-0.424,-0.3805,-0.1285
1.28,-0.124,-0.072,0.052,0.098,-0.088,-0.0095,-0.371,-0.372,-0.423,-0.4275,-0.388,-0.13
1.281,-0.115,-0.079,0.0365,0.097,-0.076,-0.021,-0.3745,-0.373,-0.427,-0.43,-0.384,-0.1315
1.282,-0.1135,-0.082,0.0315,0.0975,-0.0725,-0.025,-0.374,-0.367,-0.419,-0.4245,-0.382,-0.1325
1.283,-0.1215,-0.0945,0.027,0.1075,-0.074,-0.0335,-0.3815,-0.3725,-0.4205,-0.4245,-0.384,-0.1325
1.284,-0.121,-0.0995,0.0215,0.1095,-0.0715,-0.0385,-0.3875,-0.3775,-0.4265,-0.43,-0.388,-0.1335
1.285,-0.12,-0.093,0.027,0.106,-0.0735,-0.0325,-0.387,-0.371,-0.4155,-0.4245,-0.3865,-0.1275
1.286,-0.1165,-0.086,0.031,0.101,-0.074,-0.027,-0.387,-0.3685,-0.4125,-0.424,-0.382,-0.1295
1.287,-0.119,-0.0815,0.0375,0.1,-0.0785,-0.022,-0.385,-0.3715,-0.416,-0.426,-0.387,-0.1335
1.288,-0.133,-0.0905,0.043,0.111,-0.088,-0.0235,-0.3745,-0.3605,-0.4085,-0.419,-0.3765,-0.1285
1.289,-0.133,-0.089,0.044,0.1105,-0.0885,-0.0225,-0.378,-0.3635,-0.408,-0.42,-0.3765,-0.1405
1.29,-0.1225,-0.0845,0.038,0.1035,-0.0805,-0.023,-0.38,-0.367,-0.411,-0.4225,-0.384,-0.133
1.291,-0.122,-0.093,0.029,0.1065,-0.0755,-0.0315,-0.3775,-0.359,-0.4045,-0.4175,-0.3745,-0.1145
1.292,-0.1275,-0.098,0.0295,0.112,-0.0785,-0.034,-0.382,-0.3625,-0.407,-0.4185,-0.3805,-0.1265
1.293,-0.129,-0.09,0.039,0.109,-0.084,-0.025,-0.3805,-0.363,-0.413,-0.4245,-0.386,-0.13
1.294,-0.1185,-0.0675,0.051,0.093,-0.0845,-0.008,-0.388,-0.3645,-0.4125,-0.423,-0.3835,-0.1265
1.295,-0.12,-0.066,0.054,0.093,-0.087,-0.006,-0.39,-0.366,-0.4135,-0.4215,-0.3835,-0.1265
1.296,-0.127,-0.077,0.0495,0.102,-0.0885,-0.0135,-0.384,-0.362,-0.4105,-0.4215,-0.381,-0.124
1.297,-0.129,-0.0785,0.0505,0.1035,-0.0895,-0.0135,-0.3795,-0.3615,-0.41,-0.4195,-0.3805,-0.127
1.298,-0.121,-0.0745,0.0465,0.0975,-0.084,-0.014,-0.381,-0.359,-0.4045,-0.414,-0.3795,-0.1245
1.299,-0.1195,-0.0765,0.0435,0.0975,-0.0815,-0.016,-0.381,-0.3585,-0.4035,-0.412,-0.3775,-0.128
1.3,-0.1315,-0.0725,0.059,0.1015,-0.095,-0.0065,-0.378,-0.3585,-0.411,-0.4195,-0.3855,-0.134
1.301,-0.1245,-0.067,0.057,0.0955,-0.0905,-0.005,-0.381,-0.36,-0.4085,-0.42,-0.387,-0.129
1.302,-0.1185,-0.075,0.0435,0.0965,-0.081,-0.0155,-0.377,-0.362,-0.412,-0.422,-0.377,-0.1335
1.303,-0.1235,-0.081,0.0425,0.102,-0.083,-0.019,-0.3775,-0.358,-0.412,-0.423,-0.374,-0.1305
1.304,-0.1215,-0.095,0.0265,0.1075,-0.074,-0.034,-0.3685,-0.3535,-0.4055,-0.415,-0.372,-0.1245
1.305,-0.1205,-0.0875,0.033,0.1035,-0.077,-0.027,-0.3625,-0.353,-0.405,-0.413,-0.3695,-0.1195
1.306,-0.1185,-0.0745,0.0445,0.0965,-0.0815,-0.015,-0.3725,-0.3475,-0.4,-0.4115,-0.374,-0.121
1.307,-0.1245,-0.0925,0.032,0.1075,-0.078,-0.03,-0.3765,-0.3545,-0.406,-0.417,-0.3755,-0.126
1.308,-0.1245,-0.098,0.0265,0.111,-0.0755,-0.0355,-0.382,-0.359,-0.4025,-0.4095,-0.363,-0.1165
1.309,-0.115,-0.089,0.0255,0.1015,-0.0705,-0.0315,-0.3775,-0.3485,-0.391,-0.4015,-0.364,-0.1245
1.31,-0.1245,-0.086,0.0385,0.1045,-0.0815,-0.0235,-0.368,-0.3455,-0.3915,-0.405,-0.3695,-0.127
1.311,-0.1275,-0.089,0.0385,0.1075,-0.083,-0.025,-0.3655,-0.3385,-0.3835,-0.3965,-0.362,-0.1145
1.312,-0.1265,-0.0935,0.033,0.1095,-0.08,-0.03,-0.3625,-0.337,-0.3805,-0.3925,-0.3545,-0.114
1.313,-0.127,-0.0925,0.0345,0.109,-0.0805,-0.029,-0.364,-0.3405,-0.3825,-0.396,-0.357,-0.117
1.314,-0.119,-0.093,0.026,0.1055,-0.0725,-0.033,-0.366,-0.337,-0.379,-0.394,-0.357,-0.1155
1.315,-0.115,-0.094,0.021,0.1045,-0.068,-0.0365,-0.3665,-0.3355,-0.3755,-0.3895,-0.355,-0.112
1.316,-0.1115,-0.0915,0.02,0.1015,-0.066,-0.0355,-0.3705,-0.338,-0.375,-0.3895,-0.357,-0.1115
1.317,-0.119,-0.0895,0.0295,0.104,-0.074,-0.03,-0.3715,-0.34,-0.3825,-0.389,-0.359,-0.1165
1.318,-0.114,-0.0795,0.0345,0.0965,-0.074,-0.022,-0.3695,-0.3365,-0.384,-0.3935,-0.363,-0.12
1.319,-0.1115,-0.0745,0.037,0.093,-0.074,-0.0185,-0.369,-0.334,-0.3785,-0.3945,-0.3625,-0.1205
1.32,-0.113,-0.071,0.042,0.0915,-0.0775,-0.014,-0.3725,-0.334,-0.377,-0.3905,-0.3615,-0.1215
1.321,-0.109,-0.068,0.041,0.0885,-0.075,-0.0135,-0.372,-0.3345,-0.3775,-0.392,-0.3615,-0.122
1.322,-0.122,-0.074,0.048,0.098,-0.085,-0.013,-0.3745,-0.3345,-0.3775,-0.391,-0.364,-0.1245
1.323,-0.1315,-0.0695,0.062,0.1,-0.097,-0.0035,-0.3805,-0.3385,-0.3805,-0.3935,-0.369,-0.131
1.324,-0.1375,-0.07,0.0675,0.103,-0.1025,-0.001,-0.387,-0.3475,-0.387,-0.3995,-0.3745,-0.136
1.325,-0.1335,-0.0715,0.062,0.1025,-0.098,-0.0045,-0.3875,-0.342,-0.3775,-0.394,-0.3715,-0.1305
1.326,-0.128,-0.0735,0.055,0.1005,-0.0915,-0.009,-0.3825,-0.3375,-0.3715,-0.3885,-0.3675,-0.127
1.327,-0.126,-0.083,0.0435,0.104,-0.0845,-0.0195,-0.383,-0.3365,-0.3715,-0.386,-0.367,-0.126
1.328,-0.1285,-0.0905,0.0385,0.1085,-0.0835,-0.026,-0.374,-0.327,-0.3625,-0.38,-0.363,-0.1235
1.329,-0.1305,-0.091,0.0395,0.11,-0.085,-0.0255,-0.375,-0.327,-0.3595,-0.376,-0.362,-0.123
1.33,-0.1255,-0.0875,0.0385,0.106,-0.082,-0.0245,-0.3795,-0.325,-0.359,-0.3765,-0.368,-0.127
1.331,-0.129,-0.0855,0.0435,0.1065,-0.0865,-0.021,-0.381,-0.327,-0.361,-0.3795,-0.3735,-0.132
1.332,-0.125,-0.078,0.047,0.1015,-0.086,-0.015,-0.375,-0.321,-0.3555,-0.375,-0.3715,-0.134
1.333,-0.1255,-0.0875,0.038,0.106,-0.0815,-0.0245,-0.373,-0.3165,-0.351,-0.373,-0.37,-0.1325
1.334,-0.1285,-0.097,0.032,0.112,-0.0805,-0.0325,-0.385,-0.327,-0.36,-0.376,-0.368,-0.1235
1.335,-0.12,-0.088,0.0315,0.1035,-0.076,-0.028,-0.368,-0.319,-0.355,-0.373,-0.3665,-0.121
1.336,-0.1225,-0.0885,0.034,0.105,-0.078,-0.027,-0.3605,-0.314,-0.3455,-0.368,-0.3675,-0.124
1.337,-0.126,-0.085,0.0415,0.105,-0.0835,-0.0215,-0.369,-0.315,-0.3455,-0.3655,-0.366,-0.1215
1.338,-0.128,-0.086,0.042,0.1065,-0.085,-0.022,-0.3675,-0.3125,-0.346,-0.3655,-0.3635,-0.1235
1.339,-0.1245,-0.0925,0.032,0.1075,-0.0785,-0.03,-0.3775,-0.3175,-0.3465,-0.3655,-0.366,-0.1315
1.34,-0.1175,-0.0845,0.033,0.1005,-0.075,-0.0255,-0.3775,-0.315,-0.346,-0.364,-0.3645,-0.1245
1.341,-0.114,-0.076,0.0385,0.0945,-0.076,-0.0185,-0.3715,-0.3115,-0.346,-0.3625,-0.358,-0.1165
1.342,-0.101,-0.074,0.0275,0.087,-0.0645,-0.023,-0.3775,-0.3165,-0.349,-0.367,-0.3605,-0.1225
1.343,-0.1095,-0.0755,0.034,0.092,-0.072,-0.0205,-0.3715,-0.3135,-0.348,-0.364,-0.36,-0.123
1.344,-0.125,-0.0775,0.0475,0.101,-0.0865,-0.0145,-0.3645,-0.304,-0.338,-0.354,-0.3555,-0.118
1.345,-0.115,-0.084,0.0305,0.099,-0.073,-0.0265,-0.367,-0.2985,-0.33,-0.3495,-0.3565,-0.1155
1.346,-0.1095,-0.086,0.0235,0.0975,-0.067,-0.031,-0.369,-0.296,-0.325,-0.344,-0.3525,-0.1135
1.347,-0.1205,-0.077,0.0435,0.0985,-0.082,-0.0165,-0.367,-0.298,-0.324,-0.343,-0.349,-0.1125
1.348,-0.122,-0.067,0.055,0.0945,-0.0885,-0.006,-0.3675,-0.3,-0.327,-0.344,-0.352,-0.1145
1.349,-0.1165,-0.058,0.0585,0.087,-0.0875,0.001,-0.3745,-0.296,-0.3215,-0.34,-0.35,-0.1105
1.35,-0.119,-0.0695,0.0495,0.094,-0.0845,-0.0095,-0.3725,-0.2905,-0.315,-0.3325,-0.3425,-0.1045
1.351,-0.118,-0.0875,0.031,0.1025,-0.0745,-0.028,-0.3695,-0.289,-0.3115,-0.3305,-0.3375,-0.102
1.352,-0.1115,-0.0775,0.034,0.094,-0.0725,-0.0215,-0.3675,-0.2865,-0.311,-0.3325,-0.3405,-0.1045
1.353,-0.1065,-0.0575,0.049,0.082,-0.0775,-0.004,-0.3695,-0.2925,-0.3175,-0.336,-0.346,-0.1085
1.354,-0.106,-0.05,0.0565,0.0775,-0.0815,0.0035,-0.372,-0.2925,-0.3165,-0.334,-0.3425,-0.1075
1.355,-0.1075,-0.056,0.0515,0.0815,-0.079,-0.002,-0.367,-0.2825,-0.307,-0.3255,-0.338,-0.1075
1.356,-0.1025,-0.056,0.047,0.079,-0.0745,-0.004,-0.363,-0.275,-0.296,-0.317,-0.333,-0.1015
1.357,-0.104,-0.0515,0.0525,0.0775,-0.0785,0.001,-0.3615,-0.2715,-0.29,-0.3085,-0.327,-0.093
1.358,-0.1025,-0.0545,0.048,0.078,-0.0755,-0.003,-0.3635,-0.2755,-0.294,-0.3115,-0.329,-0.0965
1.359,-0.097,-0.057,0.0395,0.0765,-0.068,-0.0085,-0.367,-0.2785,-0.294,-0.3125,-0.3315,-0.0995
1.36,-0.1,-0.055,0.045,0.077,-0.072,-0.005,-0.3645,-0.27,-0.284,-0.301,-0.327,-0.095
1.361,-0.096,-0.048,0.048,0.0715,-0.072,0.0,-0.359,-0.258,-0.2735,-0.2915,-0.3215,-0.0915
1.362,-0.091,-0.047,0.044,0.0685,-0.0675,-0.001,-0.3615,-0.261,-0.2715,-0.289,-0.3215,-0.0915
1.363,-0.0925,-0.051,0.042,0.0715,-0.0675,-0.004,-0.365,-0.2585,-0.265,-0.2845,-0.32,-0.088
1.364,-0.094,-0.0545,0.0395,0.074,-0.067,-0.0075,-0.37,-0.259,-0.262,-0.2805,-0.3155,-0.0835
1.365,-0.0955,-0.0525,0.043,0.0735,-0.0695,-0.0045,-0.368,-0.256,-0.263,-0.279,-0.3145,-0.085
1.366,-0.097,-0.052,0.045,0.074,-0.071,-0.003,-0.3675,-0.242,-0.254,-0.2725,-0.309,-0.0805
1.367,-0.092,-0.0525,0.0395,0.0715,-0.066,-0.006,-0.3785,-0.251,-0.256,-0.273,-0.309,-0.0805
1.368,-0.089,-0.0495,0.0395,0.069,-0.064,-0.005,-0.385,-0.2585,-0.259,-0.2725,-0.309,-0.08
1.369,-0.092,-0.0505,0.0415,0.071,-0.0665,-0.004,-0.3885,-0.2575,-0.2535,-0.2675,-0.3025,-0.0795
1.37,-0.082,-0.039,0.0435,0.0605,-0.0625,0.0025,-0.3895,-0.2555,-0.252,-0.267,-0.3025,-0.0785
1.371,-0.079,-0.0385,0.0405,0.0585,-0.0595,0.0015,-0.386,-0.25,-0.2475,-0.259,-0.2965,-0.0705
1.372,-0.0785,-0.04,0.0385,0.059,-0.0585,-0.0005,-0.386,-0.2495,-0.2425,-0.253,-0.288,-0.0655
1.373,-0.0755,-0.0385,0.0365,0.0565,-0.056,-0.001,-0.3835,-0.246,-0.235,-0.246,-0.2785,-0.0585
1.374,-0.0705,-0.0415,0.0295,0.056,-0.05,-0.0055,-0.381,-0.2385,-0.2265,-0.2375,-0.2725,-0.056
1.375,-0.057,-0.0435,0.013,0.05,-0.035,-0.015,-0.375,-0.229,-0.217,-0.2285,-0.266,-0.0435
1.376,-0.0695,-0.0545,0.015,0.0615,-0.042,-0.0195,-0.3695,-0.2225,-0.2095,-0.22,-0.2545,-0.0315
1.377,-0.0775,-0.0375,0.04,0.057,-0.0585,0.0015,-0.38,-0.236,-0.222,-0.2275,-0.2525,-0.0355
1.378,-0.0685,-0.023,0.045,0.0455,-0.0565,0.011,-0.388,-0.2425,-0.223,-0.228,-0.259,-0.0415
1.379,-0.0655,-0.021,0.045,0.043,-0.0555,0.0125,-0.384,-0.2285,-0.21,-0.218,-0.2605,-0.0435
1.38,-0.061,-0.0175,0.044,0.039,-0.0525,0.0135,-0.379,-0.22,-0.202,-0.2095,-0.2475,-0.0335
1.381,-0.0555,-0.019,0.0365,0.037,-0.046,0.009,-0.3815,-0.2215,-0.201,-0.204,-0.2375,-0.0245
1.382,-0.044,-0.0135,0.0305,0.0285,-0.037,0.0085,-0.3845,-0.2215,-0.198,-0.1965,-0.2305,-0.019
1.383,-0.0455,-0.0175,0.0285,0.031,-0.037,0.006,-0.3805,-0.2145,-0.19,-0.188,-0.2225,-0.012
1.384,-0.0495,-0.0155,0.034,0.0325,-0.042,0.0095,-0.3835,-0.2215,-0.1965,-0.192,-0.222,-0.011
1.385,-0.0415,0.003,0.0445,0.019,-0.043,0.024,-0.394,-0.2305,-0.2,-0.197,-0.2205,-0.01
1.386,-0.035,0.009,0.044,0.0125,-0.0395,0.0265,-0.3925,-0.2235,-0.1945,-0.192,-0.2155,-0.0065
1.387,-0.0335,0.011,0.0445,0.011,-0.039,0.028,-0.395,-0.219,-0.189,-0.186,-0.21,-0.002
1.388,-0.0325,0.014,0.0465,0.009,-0.0395,0.0305,-0.394,-0.2185,-0.1855,-0.181,-0.204,0.002
1.389,-0.025,0.0125,0.038,0.006,-0.0315,0.0255,-0.384,-0.2125,-0.1765,-0.1715,-0.1935,0.0105
1.39,-0.019,0.017,0.0365,0.001,-0.028,0.027,-0.3885,-0.2105,-0.172,-0.166,-0.1875,0.0145
1.391,-0.0255,0.0115,0.037,0.0065,-0.031,0.0245,-0.3935,-0.2135,-0.175,-0.165,-0.1825,0.0205
1.392,-0.0335,0.0055,0.039,0.0135,-0.036,0.0225,-0.393,-0.212,-0.1715,-0.161,-0.1735,0.027
1.393,-0.025,0.0075,0.033,0.0085,-0.029,0.0205,-0.3945,-0.2135,-0.1725,-0.1615,-0.172,0.0245
1.394,-0.0175,0.0065,0.0245,0.0055,-0.0215,0.016,-0.4,-0.212,-0.167,-0.157,-0.1635,0.031
1.395,-0.019,0.0095,0.029,0.0045,-0.024,0.0195,-0.395,-0.206,-0.1615,-0.1495,-0.1545,0.0385
1.396,-0.018,0.0115,0.029,0.003,-0.0235,0.0205,-0.3975,-0.2135,-0.167,-0.153,-0.155,0.038
1.397,-0.015,0.0145,0.0295,0.0,-0.022,0.0225,-0.4115,-0.2165,-0.1675,-0.1545,-0.1515,0.038
1.398,-0.0085,0.027,0.036,-0.0095,-0.022,0.0315,-0.4075,-0.2075,-0.159,-0.1455,-0.1415,0.0475
1.399,-0.0015,0.0265,0.028,-0.0125,-0.015,0.0275,-0.4005,-0.2085,-0.1575,-0.142,-0.135,0.0495
1.4,0.0005,0.0285,0.028,-0.015,-0.0135,0.0285,-0.398,-0.2065,-0.154,-0.1385,-0.1325,0.048
1.401,0.0045,0.035,0.0305,-0.02,-0.013,0.033,-0.397,-0.2025,-0.153,-0.138,-0.1265,0.06
1.402,0.0085,0.0355,0.027,-0.022,-0.0095,0.0315,-0.405,-0.2075,-0.157,-0.139,-0.121,0.064
1.403,0.0035,0.0345,0.031,-0.019,-0.0135,0.033,-0.4095,-0.214,-0.1615,-0.1435,-0.1265,0.0555
1.404,0.005,0.036,0.0305,-0.021,-0.0125,0.0335,-0.419,-0.2195,-0.1665,-0.147,-0.1285,0.0525
1.405,0.0115,0.0405,0.029,-0.026,-0.009,0.035,-0.413,-0.2115,-0.1575,-0.1365,-0.1185,0.0595
1.406,0.0165,0.039,0.023,-0.028,-0.003,0.031,-0.407,-0.211,-0.1585,-0.1355,-0.112,0.064
1.407,0.0245,0.0465,0.022,-0.036,0.0015,0.035,-0.4115,-0.214,-0.159,-0.136,-0.11,0.066
1.408,0.023,0.046,0.023,-0.035,0.0005,0.035,-0.4025,-0.2075,-0.151,-0.1305,-0.1105,0.0665
1.409,0.0165,0.03,0.0135,-0.0235,0.0015,0.022,-0.4025,-0.21,-0.154,-0.1315,-0.11,0.066
1.41,0.017,0.0215,0.0045,-0.0195,0.006,0.0135,-0.403,-0.2125,-0.159,-0.1355,-0.1085,0.0675
1.411,0.0165,0.031,0.0145,-0.024,0.001,0.023,-0.4085,-0.213,-0.167,-0.146,-0.1075,0.066
1.412,0.016,0.039,0.023,-0.0275,-0.0035,0.0315,-0.4135,-0.219,-0.1715,-0.1475,-0.11,0.0655
1.413,0.0185,0.0315,0.013,-0.0255,0.003,0.0225,-0.4135,-0.2265,-0.177,-0.1485,-0.1125,0.064
1.414,0.025,0.029,0.003,-0.0275,0.011,0.0165,-0.4095,-0.22,-0.1745,-0.1525,-0.1125,0.0635
1.415,0.0325,0.034,0.0005,-0.034,0.016,0.0175,-0.408,-0.221,-0.1745,-0.151,-0.113,0.0655
1.416,0.034,0.0415,0.007,-0.038,0.0135,0.0245,-0.4125,-0.223,-0.176,-0.1505,-0.11,0.0675
1.417,0.031,0.0355,0.004,-0.0335,0.0135,0.02,-0.411,-0.2215,-0.175,-0.151,-0.1125,0.0655
1.418,0.0195,0.027,0.0075,-0.0235,0.0065,0.017,-0.4115,-0.2225,-0.176,-0.1495,-0.112,0.0665
1.419,0.014,0.0405,0.0265,-0.0275,-0.0065,0.034,-0.4205,-0.2235,-0.175,-0.149,-0.1085,0.0685
1.42,0.0125,0.0445,0.0325,-0.0285,-0.01,0.0385,-0.443,-0.243,-0.1905,-0.163,-0.12,0.0585
1.421,0.0095,0.0355,0.0255,-0.0225,-0.008,0.0305,-0.44,-0.2395,-0.1865,-0.1615,-0.1185,0.06
1.422,0.0145,0.0345,0.02,-0.025,-0.0025,0.0275,-0.42,-0.2225,-0.171,-0.15,-0.1095,0.0675
1.423,0.0125,0.038,0.0255,-0.0255,-0.0065,0.032,-0.414,-0.223,-0.174,-0.1525,-0.1125,0.065
1.424,0.012,0.0485,0.0365,-0.0305,-0.0125,0.043,-0.4185,-0.233,-0.1845,-0.159,-0.1165,0.061
1.425,0.0145,0.058,0.0435,-0.0365,-0.0145,0.051,-0.426,-0.239,-0.1895,-0.1645,-0.1175,0.058
1.426,0.01,0.0515,0.0415,-0.031,-0.016,0.047,-0.43,-0.248,-0.195,-0.165,-0.1195,0.0575
1.427,0.016,0.0485,0.033,-0.0325,-0.0085,0.041,-0.428,-0.2465,-0.197,-0.1655,-0.1175,0.059
1.428,0.0225,0.0445,0.0215,-0.034,0.0005,0.0335,-0.425,-0.2375,-0.192,-0.17,-0.1195,0.056
1.429,0.022,0.0365,0.014,-0.0295,0.004,0.0255,-0.432,-0.2495,-0.2035,-0.176,-0.1255,0.0545
1.43,0.015,0.0345,0.019,-0.025,-0.002,0.027,-0.4325,-0.2535,-0.2065,-0.177,-0.1205,0.0525
1.431,0.0135,0.0365,0.023,-0.0255,-0.0045,0.03,-0.428,-0.2505,-0.207,-0.1785,-0.1225,0.047
1.432,0.028,0.0455,0.017,-0.037,0.006,0.031,-0.4285,-0.2515,-0.211,-0.1815,-0.1265,0.0445
1.433,0.0225,0.042,0.0195,-0.0325,0.0015,0.031,-0.427,-0.2535,-0.212,-0.1835,-0.13,0.04
1.434,0.018,0.043,0.0245,-0.031,-0.003,0.034,-0.425,-0.256,-0.218,-0.1895,-0.131,0.044
1.435,0.022,0.0455,0.023,-0.0345,0.0,0.0345,-0.4245,-0.2555,-0.2215,-0.194,-0.1325,0.0435
1.436,0.012,0.038,0.0255,-0.025,-0.0065,0.032,-0.427,-0.2675,-0.233,-0.2025,-0.1395,0.037
1.437,0.014,0.035,0.021,-0.0245,-0.004,0.0285,-0.423,-0.272,-0.2405,-0.2115,-0.144,0.033
1.438,0.008,0.029,0.021,-0.019,-0.0065,0.0255,-0.4315,-0.27,-0.244,-0.215,-0.153,0.0275
1.439,-0.0015,0.0345,0.036,-0.0165,-0.019,0.0355,-0.43,-0.268,-0.242,-0.2135,-0.153,0.0345
1.44,-0.003,0.0425,0.0455,-0.02,-0.0245,0.044,-0.408,-0.2595,-0.2345,-0.208,-0.15,0.04
1.441,-0.0045,0.0385,0.043,-0.0175,-0.0235,0.041,-0.408,-0.2685,-0.241,-0.2165,-0.158,0.033
1.442,-0.0025,0.038,0.0405,-0.018,-0.0215,0.039,-0.4115,-0.2725,-0.2435,-0.221,-0.1705,0.0195
1.443,-0.006,0.0375,0.0435,-0.016,-0.0245,0.0405,-0.417,-0.271,-0.244,-0.222,-0.1755,0.0155
1.444,-0.013,0.033,0.046,-0.01,-0.0295,0.0395,-0.4215,-0.274,-0.247,-0.224,-0.1685,0.0225
1.445,-0.02,0.0265,0.047,-0.0035,-0.0335,0.037,-0.4135,-0.274,-0.2475,-0.2265,-0.172,0.026
1.446,-0.0205,0.021,0.042,-0.0005,-0.0315,0.032,-0.4085,-0.274,-0.2475,-0.2305,-0.181,0.0215
1.447,-0.0205,0.02,0.041,0.0,-0.031,0.031,-0.4145,-0.2765,-0.2495,-0.2315,-0.182,0.0195
1.448,-0.02,0.0245,0.044,-0.0025,-0.032,0.0345,-0.4115,-0.277,-0.2515,-0.232,-0.182,0.02
1.449,-0.0135,0.0085,0.0215,0.002,-0.0175,0.015,-0.401,-0.267,-0.242,-0.2235,-0.1735,0.024
1.45,-0.016,-0.009,0.007,0.012,-0.011,-0.001,-0.3995,-0.2725,-0.2445,-0.2255,-0.169,0.0285
1.451,-0.0105,-0.0045,0.006,0.007,-0.008,0.001,-0.405,-0.2815,-0.2535,-0.2365,-0.185,0.019
1.452,-0.005,-0.0045,0.0005,0.0045,-0.003,-0.0015,-0.413,-0.278,-0.2595,-0.243,-0.1915,0.0165
1.453,-0.013,0.0015,0.014,0.0055,-0.0135,0.008,-0.422,-0.292,-0.2685,-0.25,-0.191,0.0175
1.454,-0.017,0.0065,0.0235,0.005,-0.02,0.015,-0.4265,-0.299,-0.2695,-0.2505,-0.192,0.0185
1.455,-0.011,0.009,0.02,0.001,-0.0155,0.0145,-0.425,-0.289,-0.264,-0.246,-0.1965,0.0215
1.456,-0.011,0.016,0.027,-0.003,-0.019,0.022,-0.422,-0.292,-0.271,-0.2515,-0.2085,0.0155
1.457,-0.0215,0.0115,0.0335,0.005,-0.0275,0.0225,-0.414,-0.293,-0.2745,-0.253,-0.199,0.015
1.458,-0.0145,0.0135,0.0285,0.0,-0.0215,0.0215,-0.4145,-0.2925,-0.2715,-0.2495,-0.1965,0.0145
1.459,-0.0265,0.0095,0.036,0.008,-0.0315,0.023,-0.415,-0.297,-0.2765,-0.253,-0.203,0.0135
1.46,-0.038,0.003,0.041,0.0175,-0.0395,0.0225,-0.4155,-0.3005,-0.2795,-0.257,-0.204,0.0115
1.461,-0.0295,0.0055,0.0345,0.0115,-0.032,0.02,-0.416,-0.304,-0.2835,-0.26,-0.207,0.01
1.462,-0.022,0.0095,0.0315,0.006,-0.027,0.0205,-0.4125,-0.303,-0.285,-0.263,-0.206,0.012
1.463,-0.0115,0.0095,0.021,0.001,-0.016,0.0155,-0.4095,-0.2975,-0.281,-0.2605,-0.2075,0.0125
1.464,-0.024,-0.0045,0.019,0.014,-0.0215,0.0075,-0.4,-0.2935,-0.2835,-0.2615,-0.211,0.0095
1.465,-0.0375,-0.007,0.0305,0.022,-0.034,0.012,-0.3965,-0.294,-0.2855,-0.264,-0.217,0.0045
1.466,-0.0385,-0.0075,0.031,0.0225,-0.0345,0.012,-0.401,-0.3005,-0.289,-0.2685,-0.222,0.001
1.467,-0.043,-0.0115,0.0315,0.027,-0.0375,0.0105,-0.414,-0.3115,-0.299,-0.2775,-0.23,-0.0045
1.468,-0.047,-0.0175,0.0295,0.032,-0.0385,0.006,-0.4165,-0.316,-0.305,-0.282,-0.239,-0.0155
1.469,-0.048,-0.0195,0.0285,0.0335,-0.0385,0.0045,-0.4075,-0.3135,-0.305,-0.2815,-0.238,-0.014
1.47,-0.0515,-0.013,0.038,0.032,-0.045,0.013,-0.4015,-0.308,-0.302,-0.2805,-0.2415,-0.016
1.471,-0.0505,-0.012,0.0385,0.031,-0.0445,0.0135,-0.395,-0.3085,-0.3035,-0.2845,-0.251,-0.0245
1.472,-0.048,0.002,0.05,0.023,-0.049,0.026,-0.3965,-0.315,-0.3095,-0.2895,-0.2545,-0.0215
