time ,I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
2.73,-0.04,-0.015,0.025,0.027,-0.032,0.005,0.02,0.025,0.015,-0.045,-0.025,0.0
2.732,-0.032,-0.011,0.021,0.021,-0.026,0.005,0.02,0.021,0.015,-0.041,-0.021,0.0
2.734,-0.026,-0.01,0.016,0.018,-0.021,0.003,0.02,0.02,0.012,-0.039,-0.02,-0.003
2.736,-0.024,-0.008,0.016,0.016,-0.02,0.004,0.02,0.018,0.01,-0.04,-0.02,-0.005
2.738,-0.017,-0.005,0.012,0.01,-0.014,0.003,0.02,0.014,0.009,-0.04,-0.02,-0.006
2.74,-0.02,-0.005,0.015,0.012,-0.017,0.005,0.02,0.015,0.005,-0.04,-0.02,-0.01
2.742,-0.082,-0.002,0.08,0.042,-0.08,0.039,0.02,0.015,0.005,-0.036,-0.02,-0.01
2.744,-0.104,-0.027,0.077,0.066,-0.09,0.025,0.02,0.012,0.002,-0.035,-0.019,-0.009
2.746,-0.067,-0.042,0.025,0.054,-0.046,-0.008,0.02,0.009,0.0,-0.035,-0.022,-0.012
2.748,-0.047,-0.034,0.013,0.041,-0.03,-0.01,0.02,0.01,-0.001,-0.035,-0.025,-0.015
2.75,-0.065,-0.035,0.03,0.05,-0.047,-0.002,0.02,0.01,-0.005,-0.035,-0.025,-0.015
2.752,-0.023,-0.031,-0.007,0.028,-0.008,-0.019,0.02,0.006,-0.005,-0.031,-0.029,-0.015
2.754,-0.019,-0.03,-0.011,0.025,-0.004,-0.021,0.021,0.005,-0.008,-0.03,-0.03,-0.018
2.756,-0.036,-0.028,0.008,0.032,-0.022,-0.01,0.018,0.005,-0.01,-0.03,-0.032,-0.021
2.758,-0.042,-0.025,0.017,0.033,-0.029,-0.004,0.015,0.006,-0.011,-0.03,-0.035,-0.02
2.76,-0.055,-0.025,0.03,0.04,-0.042,0.002,0.015,0.01,-0.015,-0.03,-0.035,-0.02
2.762,-0.064,-0.021,0.044,0.042,-0.054,0.011,0.015,0.01,-0.015,-0.03,-0.035,-0.024
2.764,-0.063,-0.02,0.043,0.041,-0.053,0.011,0.016,0.009,-0.015,-0.027,-0.035,-0.025
2.766,-0.058,-0.018,0.04,0.038,-0.048,0.011,0.013,0.012,-0.015,-0.024,-0.035,-0.025
2.768,-0.054,-0.015,0.039,0.034,-0.046,0.012,0.01,0.015,-0.015,-0.025,-0.035,-0.024
2.77,-0.05,-0.015,0.035,0.032,-0.042,0.01,0.01,0.015,-0.015,-0.025,-0.035,-0.02
2.772,-0.042,-0.007,0.035,0.024,-0.038,0.014,0.01,0.015,-0.015,-0.025,-0.035,-0.02
2.774,-0.037,-0.001,0.036,0.019,-0.036,0.017,0.011,0.018,-0.015,-0.022,-0.035,-0.02
2.776,-0.031,0.002,0.033,0.015,-0.033,0.017,0.008,0.021,-0.015,-0.019,-0.035,-0.02
2.778,-0.023,0.006,0.03,0.008,-0.027,0.018,0.005,0.02,-0.015,-0.02,-0.035,-0.02
2.78,-0.02,0.01,0.03,0.005,-0.025,0.02,0.005,0.02,-0.015,-0.02,-0.035,-0.02
2.782,-0.025,0.006,0.03,0.009,-0.028,0.018,0.005,0.02,-0.015,-0.02,-0.035,-0.02
2.784,-0.022,0.005,0.027,0.008,-0.025,0.016,0.005,0.02,-0.015,-0.019,-0.038,-0.017
2.786,-0.021,0.003,0.024,0.008,-0.023,0.014,0.005,0.02,-0.015,-0.022,-0.041,-0.014
2.788,-0.026,0.0,0.025,0.012,-0.025,0.012,0.004,0.02,-0.015,-0.025,-0.04,-0.015
2.79,-0.025,0.0,0.025,0.012,-0.025,0.012,0.0,0.02,-0.015,-0.025,-0.04,-0.015
2.792,-0.025,-0.004,0.021,0.015,-0.022,0.008,0.0,0.02,-0.015,-0.025,-0.04,-0.015
2.794,-0.025,-0.005,0.02,0.015,-0.022,0.007,0.0,0.02,-0.015,-0.025,-0.04,-0.015
2.796,-0.026,-0.007,0.02,0.017,-0.023,0.006,0.0,0.02,-0.015,-0.025,-0.04,-0.015
2.798,-0.031,-0.01,0.021,0.021,-0.026,0.005,-0.001,0.02,-0.015,-0.026,-0.04,-0.014
2.8,-0.035,-0.01,0.025,0.022,-0.03,0.007,-0.005,0.02,-0.015,-0.03,-0.04,-0.01
2.802,-0.035,-0.014,0.021,0.025,-0.028,0.003,-0.005,0.02,-0.015,-0.03,-0.04,-0.01
2.804,-0.035,-0.014,0.02,0.025,-0.027,0.002,-0.005,0.02,-0.012,-0.03,-0.04,-0.01
2.806,-0.037,-0.019,0.017,0.028,-0.027,-0.001,-0.005,0.02,-0.01,-0.03,-0.04,-0.01
2.808,-0.05,-0.034,0.017,0.041,-0.033,-0.008,-0.005,0.02,-0.009,-0.03,-0.04,-0.01
2.81,-0.055,-0.04,0.015,0.047,-0.035,-0.012,-0.005,0.02,-0.005,-0.03,-0.04,-0.01
2.812,-0.004,-0.028,-0.024,0.016,0.011,-0.026,-0.001,0.02,-0.005,-0.026,-0.036,-0.01
2.814,0.0,-0.018,-0.019,0.009,0.01,-0.018,0.004,0.02,-0.006,-0.024,-0.031,-0.007
2.816,-0.027,-0.011,0.016,0.019,-0.021,0.003,0.005,0.02,-0.003,-0.026,-0.03,-0.004
2.818,-0.026,-0.003,0.023,0.014,-0.024,0.01,0.006,0.02,0.0,-0.024,-0.029,-0.005
2.82,-0.01,0.005,0.015,0.002,-0.013,0.01,0.01,0.02,0.0,-0.02,-0.025,-0.005
2.822,-0.035,0.013,0.048,0.011,-0.042,0.031,0.014,0.02,0.0,-0.02,-0.02,-0.001
2.824,-0.034,0.022,0.056,0.006,-0.045,0.038,0.015,0.02,0.003,-0.02,-0.02,0.001
2.826,-0.022,0.026,0.048,-0.002,-0.036,0.036,0.016,0.02,0.006,-0.02,-0.018,-0.001
2.828,-0.026,0.025,0.051,0.0,-0.039,0.037,0.021,0.02,0.005,-0.019,-0.015,0.001
2.83,-0.025,0.025,0.05,0.0,-0.038,0.037,0.025,0.02,0.005,-0.015,-0.015,0.005
2.832,-0.021,0.025,0.046,-0.002,-0.034,0.035,0.025,0.02,0.009,-0.015,-0.015,0.005
2.834,-0.018,0.026,0.044,-0.005,-0.032,0.036,0.028,0.02,0.011,-0.016,-0.015,0.004
2.836,-0.025,0.02,0.046,0.002,-0.036,0.033,0.032,0.02,0.009,-0.013,-0.015,0.007
2.838,-0.02,0.025,0.044,-0.003,-0.032,0.034,0.036,0.02,0.011,-0.01,-0.015,0.01
2.84,0.01,0.05,0.04,-0.03,-0.015,0.045,0.035,0.02,0.015,-0.01,-0.015,0.01
2.842,0.008,0.048,0.04,-0.028,-0.016,0.043,0.031,0.02,0.015,-0.01,-0.015,0.01
2.844,0.0,0.04,0.04,-0.02,-0.02,0.04,0.029,0.021,0.018,-0.011,-0.012,0.013
2.846,0.017,0.058,0.04,-0.038,-0.012,0.048,0.031,0.033,0.02,-0.008,-0.009,0.016
2.848,0.036,0.076,0.04,-0.056,-0.002,0.057,0.029,0.047,0.021,-0.005,-0.01,0.015
2.85,0.03,0.065,0.035,-0.048,-0.003,0.05,0.025,0.05,0.025,-0.005,-0.01,0.015
2.852,0.029,0.06,0.031,-0.045,-0.001,0.045,0.025,0.05,0.025,-0.001,-0.01,0.019
2.854,-0.003,0.057,0.06,-0.028,-0.032,0.059,0.025,0.05,0.028,0.0,-0.01,0.021
2.856,-0.025,0.053,0.078,-0.014,-0.052,0.065,0.025,0.05,0.03,0.002,-0.01,0.019
2.858,-0.019,0.049,0.068,-0.015,-0.043,0.059,0.024,0.05,0.031,0.005,-0.01,0.022
2.86,-0.02,0.045,0.065,-0.013,-0.043,0.055,0.02,0.05,0.035,0.005,-0.01,0.03
2.862,-0.021,0.04,0.061,-0.009,-0.041,0.05,0.02,0.05,0.035,0.013,-0.002,0.034
2.864,-0.011,0.046,0.057,-0.018,-0.034,0.051,0.02,0.05,0.035,0.021,0.004,0.039
2.866,-0.001,0.051,0.053,-0.025,-0.027,0.051,0.02,0.05,0.033,0.029,0.007,0.039
2.868,0.009,0.059,0.05,-0.034,-0.021,0.054,0.019,0.05,0.038,0.037,0.011,0.043
2.87,0.035,0.085,0.05,-0.06,-0.008,0.067,0.015,0.05,0.055,0.04,0.015,0.055
2.872,0.07,0.116,0.046,-0.094,0.012,0.081,0.015,0.05,0.052,0.032,0.019,0.051
2.874,0.075,0.117,0.042,-0.096,0.017,0.079,0.016,0.05,0.049,0.026,0.024,0.05
2.876,0.067,0.105,0.038,-0.086,0.014,0.071,0.013,0.05,0.05,0.024,0.024,0.049
2.878,0.064,0.098,0.034,-0.082,0.015,0.066,0.01,0.05,0.05,0.018,0.018,0.044
2.88,0.06,0.09,0.03,-0.075,0.015,0.06,0.01,0.05,0.05,0.015,0.015,0.045
2.882,0.056,0.082,0.026,-0.069,0.015,0.053,0.01,0.05,0.05,0.027,0.023,0.062
2.884,0.05,0.075,0.025,-0.063,0.012,0.049,0.011,0.047,0.05,0.037,0.031,0.067
2.886,0.041,0.064,0.023,-0.052,0.008,0.043,0.008,0.045,0.05,0.043,0.039,0.063
2.888,0.052,0.072,0.02,-0.062,0.016,0.045,0.005,0.044,0.05,0.053,0.048,0.067
2.89,0.095,0.115,0.02,-0.105,0.037,0.067,0.005,0.04,0.05,0.06,0.055,0.08
2.892,0.126,0.146,0.02,-0.136,0.053,0.083,0.005,0.04,0.05,0.056,0.051,0.085
2.894,0.135,0.155,0.02,-0.145,0.057,0.087,0.006,0.037,0.05,0.054,0.049,0.085
2.896,0.135,0.155,0.02,-0.145,0.057,0.087,0.002,0.034,0.05,0.056,0.05,0.085
2.898,0.135,0.155,0.02,-0.145,0.057,0.087,-0.008,0.035,0.05,0.054,0.05,0.085
2.9,0.135,0.155,0.02,-0.145,0.057,0.087,-0.015,0.035,0.05,0.05,0.05,0.085
2.902,0.138,0.159,0.02,-0.149,0.058,0.089,-0.011,0.031,0.05,0.05,0.05,0.085
2.904,0.107,0.124,0.017,-0.116,0.045,0.07,-0.007,0.03,0.051,0.051,0.051,0.086
2.906,0.051,0.066,0.014,-0.059,0.018,0.04,-0.003,0.028,0.046,0.047,0.045,0.082
2.908,0.015,0.031,0.015,-0.023,0.0,0.023,0.001,0.025,0.039,0.038,0.032,0.073
2.91,0.015,0.03,0.015,-0.023,0.0,0.022,0.005,0.025,0.035,0.03,0.025,0.065
2.912,0.011,0.026,0.015,-0.019,-0.002,0.021,0.009,0.021,0.027,0.022,0.017,0.057
2.914,0.007,0.022,0.015,-0.015,-0.004,0.018,0.014,0.019,0.022,0.014,0.009,0.049
2.916,0.003,0.018,0.016,-0.011,-0.007,0.017,0.012,0.021,0.016,0.005,0.001,0.041
2.918,0.0,0.014,0.014,-0.007,-0.008,0.014,0.004,0.019,0.009,-0.001,-0.007,0.034
2.92,-0.005,0.01,0.015,-0.003,-0.01,0.012,0.0,0.015,0.005,-0.005,-0.015,0.03
2.922,-0.026,0.007,0.032,0.009,-0.03,0.02,-0.008,0.015,-0.014,-0.02,-0.031,0.026
2.924,-0.036,-0.005,0.031,0.02,-0.034,0.013,-0.014,0.015,-0.035,-0.04,-0.046,0.024
2.926,-0.047,-0.025,0.022,0.036,-0.034,-0.002,-0.013,0.015,-0.04,-0.045,-0.049,0.026
2.928,-0.046,-0.026,0.019,0.036,-0.033,-0.004,-0.009,0.015,-0.034,-0.039,-0.044,0.024
2.93,-0.01,0.005,0.015,0.002,-0.013,0.01,-0.01,0.015,-0.035,-0.04,-0.045,0.02
2.932,0.021,0.032,0.011,-0.027,0.005,0.021,-0.01,0.015,-0.036,-0.041,-0.045,0.02
2.934,0.026,0.033,0.007,-0.03,0.009,0.02,-0.007,0.012,-0.032,-0.037,-0.045,0.02
2.936,0.028,0.029,0.002,-0.029,0.013,0.015,-0.004,0.009,-0.029,-0.035,-0.045,0.02
2.938,0.028,0.029,0.001,-0.029,0.013,0.016,-0.005,0.01,-0.03,-0.035,-0.045,0.019
2.94,0.01,0.025,0.015,-0.018,-0.003,0.02,-0.005,0.01,-0.03,-0.035,-0.045,0.015
2.942,-0.004,0.025,0.029,-0.01,-0.017,0.026,-0.001,0.01,-0.026,-0.036,-0.041,0.015
2.944,-0.002,0.026,0.028,-0.012,-0.015,0.027,0.001,0.01,-0.024,-0.032,-0.04,0.016
2.946,-0.002,0.023,0.025,-0.011,-0.013,0.024,-0.001,0.01,-0.026,-0.047,-0.04,0.013
2.948,-0.005,0.02,0.024,-0.008,-0.014,0.022,0.001,0.009,-0.024,-0.067,-0.04,0.01
2.95,0.0,0.02,0.02,-0.01,-0.01,0.02,0.005,0.005,-0.02,-0.06,-0.04,0.01
2.952,-0.004,0.016,0.02,-0.006,-0.012,0.017,0.005,0.005,-0.02,-0.055,-0.04,0.01
2.954,-0.006,0.014,0.021,-0.004,-0.014,0.017,0.004,0.005,-0.021,-0.055,-0.041,0.011
2.956,-0.002,0.016,0.018,-0.007,-0.01,0.017,0.007,0.005,-0.018,-0.053,-0.038,0.008
2.958,-0.001,0.013,0.015,-0.007,-0.009,0.014,0.01,0.005,-0.015,-0.05,-0.035,0.005
2.96,-0.01,0.005,0.015,0.002,-0.013,0.01,0.01,0.005,-0.015,-0.05,-0.035,0.005
2.962,-0.01,0.001,0.011,0.005,-0.011,0.006,0.01,0.004,-0.015,-0.046,-0.035,0.005
2.964,-0.012,-0.002,0.009,0.007,-0.01,0.003,0.013,0.01,-0.012,-0.041,-0.035,0.006
2.966,-0.02,-0.009,0.011,0.014,-0.015,0.001,0.016,0.019,-0.009,-0.04,-0.035,0.002
2.968,-0.025,-0.017,0.009,0.021,-0.017,-0.004,0.014,0.027,-0.011,-0.039,-0.035,-0.007
2.97,-0.02,-0.02,0.0,0.02,-0.01,-0.01,0.015,0.035,-0.01,-0.035,-0.035,-0.015
2.972,-0.013,-0.022,-0.008,0.018,-0.002,-0.015,0.035,0.041,0.006,-0.033,-0.036,-0.023
2.974,-0.028,-0.043,-0.015,0.035,-0.006,-0.029,0.045,0.063,0.019,-0.043,-0.06,-0.033
2.976,-0.018,-0.044,-0.026,0.031,0.004,-0.036,0.045,0.085,0.032,-0.039,-0.068,-0.032
2.978,-0.002,-0.02,-0.018,0.011,0.009,-0.019,0.054,0.116,0.041,-0.022,-0.052,-0.023
2.98,-0.03,0.0,0.03,0.015,-0.03,0.015,0.085,0.18,0.055,-0.005,-0.04,-0.015
2.982,-0.037,0.035,0.072,0.001,-0.055,0.053,0.12,0.25,0.118,0.05,-0.001,0.009
2.984,-0.024,0.074,0.098,-0.025,-0.061,0.086,0.123,0.301,0.178,0.103,0.039,0.032
2.986,0.013,0.104,0.091,-0.058,-0.039,0.097,0.122,0.355,0.251,0.164,0.086,0.063
2.988,0.087,0.152,0.064,-0.12,0.011,0.108,0.114,0.411,0.332,0.237,0.144,0.105
2.99,0.175,0.215,0.04,-0.195,0.067,0.127,0.075,0.425,0.385,0.3,0.2,0.14
2.992,0.225,0.216,-0.008,-0.221,0.116,0.104,0.04,0.386,0.437,0.364,0.255,0.174
2.994,0.312,0.262,-0.049,-0.287,0.181,0.106,-0.01,0.346,0.483,0.429,0.318,0.227
2.996,0.443,0.331,-0.112,-0.387,0.278,0.109,-0.084,0.295,0.496,0.487,0.395,0.294
2.998,0.54,0.375,-0.165,-0.457,0.352,0.104,-0.156,0.211,0.491,0.53,0.464,0.361
3.0,0.57,0.41,-0.16,-0.49,0.365,0.125,-0.215,0.105,0.49,0.545,0.51,0.42
3.002,0.628,0.451,-0.177,-0.539,0.402,0.136,-0.287,-0.016,0.444,0.508,0.559,0.477
3.004,0.686,0.508,-0.178,-0.597,0.432,0.164,-0.357,-0.198,0.347,0.487,0.523,0.517
3.006,0.666,0.441,-0.225,-0.554,0.446,0.108,-0.425,-0.411,0.167,0.38,0.452,0.506
3.008,0.576,0.308,-0.268,-0.442,0.422,0.02,-0.499,-0.642,-0.067,0.182,0.396,0.459
3.01,0.485,0.28,-0.205,-0.382,0.345,0.037,-0.575,-0.93,-0.27,0.04,0.335,0.425
3.012,0.401,0.246,-0.155,-0.323,0.278,0.045,-0.628,-1.237,-0.41,-0.023,0.278,0.408
3.014,0.314,0.201,-0.113,-0.258,0.213,0.044,-0.64,-1.353,-0.455,-0.078,0.233,0.393
3.016,0.227,0.16,-0.067,-0.194,0.147,0.046,-0.644,-1.326,-0.502,-0.143,0.198,0.377
3.018,0.153,0.12,-0.034,-0.136,0.094,0.043,-0.64,-1.287,-0.566,-0.205,0.159,0.362
3.02,0.09,0.075,-0.015,-0.082,0.052,0.03,-0.6,-1.25,-0.575,-0.255,0.105,0.345
3.022,0.021,0.029,0.008,-0.025,0.006,0.019,-0.564,-1.164,-0.559,-0.283,0.049,0.314
3.024,0.001,-0.002,-0.003,0.0,0.002,-0.002,-0.529,-1.075,-0.547,-0.282,0.028,0.28
3.026,0.008,-0.03,-0.037,0.011,0.023,-0.033,-0.504,-0.995,-0.512,-0.282,0.02,0.25
3.028,0.002,-0.046,-0.048,0.022,0.025,-0.046,-0.467,-0.888,-0.458,-0.274,0.008,0.224
3.03,-0.015,-0.035,-0.02,0.025,0.003,-0.027,-0.4,-0.74,-0.405,-0.23,0.0,0.2
3.032,-0.027,-0.027,0.0,0.026,-0.013,-0.013,-0.339,-0.605,-0.323,-0.188,-0.012,0.179
3.034,-0.041,-0.019,0.022,0.03,-0.031,0.001,-0.28,-0.496,-0.266,-0.163,-0.025,0.164
3.036,-0.059,-0.011,0.048,0.035,-0.053,0.018,-0.22,-0.407,-0.221,-0.146,-0.034,0.142
3.038,-0.063,-0.003,0.06,0.033,-0.062,0.028,-0.169,-0.325,-0.175,-0.132,-0.042,0.113
3.04,-0.045,0.005,0.05,0.02,-0.048,0.027,-0.13,-0.25,-0.145,-0.125,-0.05,0.09
3.042,-0.027,0.015,0.042,0.006,-0.035,0.028,-0.088,-0.197,-0.116,-0.117,-0.052,0.081
3.044,-0.027,0.008,0.034,0.009,-0.031,0.021,-0.065,-0.147,-0.1,-0.109,-0.071,0.074
3.046,-0.032,-0.007,0.026,0.019,-0.029,0.009,-0.054,-0.109,-0.09,-0.101,-0.081,0.066
3.048,-0.036,-0.018,0.018,0.027,-0.027,0.0,-0.042,-0.083,-0.077,-0.093,-0.074,0.058
3.05,-0.04,-0.03,0.01,0.035,-0.025,-0.01,-0.03,-0.055,-0.065,-0.085,-0.075,0.05
3.052,-0.04,-0.04,0.001,0.04,-0.02,-0.019,-0.018,-0.027,-0.057,-0.081,-0.071,0.042
3.054,-0.04,-0.035,0.005,0.038,-0.022,-0.015,-0.008,0.003,-0.049,-0.074,-0.07,0.037
3.056,-0.039,-0.025,0.014,0.032,-0.026,-0.006,-0.003,0.021,-0.041,-0.067,-0.068,0.033
3.058,-0.033,-0.019,0.014,0.026,-0.024,-0.002,0.002,0.026,-0.034,-0.064,-0.065,0.03
3.06,-0.025,-0.015,0.01,0.02,-0.017,-0.002,0.01,0.03,-0.03,-0.06,-0.065,0.03
3.062,-0.017,-0.007,0.009,0.012,-0.012,0.001,0.014,0.034,-0.022,-0.056,-0.061,0.03
3.064,-0.01,0.001,0.011,0.005,-0.011,0.006,0.021,0.038,-0.013,-0.052,-0.06,0.03
3.066,0.002,0.008,0.006,-0.005,-0.002,0.007,0.027,0.042,-0.008,-0.048,-0.058,0.03
3.068,-0.009,0.009,0.018,0.0,-0.013,0.013,0.033,0.046,-0.004,-0.044,-0.055,0.029
3.07,-0.055,0.0,0.055,0.027,-0.055,0.027,0.045,0.05,0.0,-0.04,-0.055,0.025
3.072,-0.055,-0.006,0.049,0.03,-0.051,0.021,0.046,0.054,0.0,-0.04,-0.051,0.025
3.074,-0.035,0.005,0.04,0.015,-0.038,0.022,0.045,0.055,-0.001,-0.041,-0.05,0.025
3.076,-0.014,0.025,0.039,-0.006,-0.027,0.032,0.045,0.055,0.002,-0.038,-0.048,0.025
3.078,0.002,0.035,0.033,-0.019,-0.016,0.034,0.045,0.055,0.005,-0.035,-0.045,0.025
3.08,0.005,0.03,0.025,-0.018,-0.01,0.027,0.045,0.055,0.005,-0.035,-0.045,0.025
3.082,0.009,0.03,0.021,-0.02,-0.006,0.025,0.045,0.055,0.005,-0.035,-0.043,0.025
3.084,0.01,0.027,0.017,-0.018,-0.004,0.022,0.045,0.058,0.004,-0.032,-0.058,0.022
3.086,0.013,0.025,0.013,-0.02,0.0,0.019,0.045,0.061,0.007,-0.029,-0.065,0.019
3.088,0.013,0.023,0.01,-0.018,0.001,0.016,0.045,0.06,0.01,-0.03,-0.059,0.02
3.09,0.01,0.02,0.01,-0.015,0.0,0.015,0.045,0.06,0.01,-0.03,-0.06,0.02
3.092,0.034,0.041,0.007,-0.038,0.013,0.024,0.045,0.06,0.01,-0.026,-0.061,0.02
3.094,0.043,0.044,0.001,-0.044,0.021,0.022,0.045,0.059,0.01,-0.024,-0.057,0.021
3.096,0.021,0.039,0.018,-0.03,0.002,0.028,0.045,0.063,0.012,-0.026,-0.054,0.018
3.098,-0.004,0.039,0.044,-0.018,-0.024,0.042,0.045,0.072,0.015,-0.024,-0.055,0.015
3.1,-0.01,0.035,0.045,-0.013,-0.028,0.04,0.045,0.075,0.015,-0.02,-0.055,0.015
3.102,-0.01,0.035,0.045,-0.013,-0.028,0.04,0.045,0.071,0.015,-0.02,-0.051,0.015
3.104,-0.009,0.036,0.045,-0.014,-0.028,0.04,0.044,0.07,0.018,-0.021,-0.049,0.015
3.106,-0.012,0.033,0.045,-0.011,-0.029,0.039,0.048,0.07,0.02,-0.018,-0.051,0.015
3.108,-0.015,0.03,0.045,-0.008,-0.03,0.037,0.057,0.07,0.02,-0.015,-0.049,0.015
3.11,-0.015,0.03,0.045,-0.008,-0.03,0.037,0.06,0.07,0.02,-0.015,-0.045,0.015
3.112,-0.015,0.03,0.045,-0.008,-0.03,0.037,0.056,0.07,0.02,-0.015,-0.045,0.011
3.114,-0.018,0.027,0.045,-0.005,-0.032,0.036,0.051,0.07,0.023,-0.018,-0.046,0.01
3.116,-0.021,0.024,0.045,-0.002,-0.033,0.035,0.05,0.071,0.026,-0.021,-0.043,0.01
3.118,-0.02,0.025,0.045,-0.003,-0.033,0.035,0.049,0.076,0.025,-0.02,-0.04,0.01
3.12,-0.02,0.025,0.045,-0.003,-0.033,0.035,0.045,0.08,0.025,-0.02,-0.04,0.01
3.122,-0.024,0.021,0.045,0.001,-0.035,0.032,0.045,0.076,0.025,-0.02,-0.04,0.01
3.124,-0.025,0.02,0.045,0.002,-0.035,0.032,0.043,0.074,0.022,-0.02,-0.037,0.01
3.126,-0.027,0.018,0.045,0.004,-0.036,0.031,0.037,0.076,0.019,-0.02,-0.034,0.01
3.128,-0.031,0.014,0.045,0.008,-0.038,0.03,0.035,0.074,0.02,-0.021,-0.035,0.009
3.13,-0.03,0.015,0.045,0.007,-0.038,0.03,0.035,0.07,0.02,-0.025,-0.035,0.005
3.132,-0.03,0.015,0.045,0.007,-0.038,0.03,0.032,0.07,0.02,-0.026,-0.031,0.005
3.134,-0.033,0.012,0.045,0.01,-0.039,0.028,0.026,0.067,0.017,-0.022,-0.03,0.005
3.136,-0.036,0.009,0.045,0.013,-0.04,0.027,0.043,0.081,0.014,-0.02,-0.03,0.005
3.138,-0.035,0.01,0.045,0.012,-0.04,0.027,0.069,0.103,0.015,-0.02,-0.03,0.005
3.14,-0.035,0.01,0.045,0.012,-0.04,0.027,0.07,0.105,0.015,-0.02,-0.03,0.005
3.142,-0.039,0.006,0.045,0.016,-0.043,0.025,0.068,0.105,0.015,-0.02,-0.026,0.005
3.144,-0.04,0.005,0.045,0.017,-0.043,0.025,0.083,0.105,0.016,-0.02,-0.025,0.006
3.146,-0.041,0.004,0.045,0.018,-0.043,0.025,0.09,0.105,0.013,-0.02,-0.025,0.003
3.148,-0.038,0.007,0.045,0.015,-0.042,0.026,0.084,0.106,0.01,-0.02,-0.025,0.0
3.15,-0.03,0.015,0.045,0.007,-0.038,0.03,0.085,0.11,0.01,-0.02,-0.025,0.0
3.152,-0.028,0.018,0.045,0.004,-0.037,0.031,0.085,0.11,0.01,-0.016,-0.025,0.0
3.154,-0.009,0.033,0.042,-0.012,-0.026,0.038,0.085,0.11,0.011,-0.015,-0.025,0.0
3.156,0.003,0.04,0.037,-0.022,-0.018,0.039,0.085,0.11,0.008,-0.015,-0.025,0.0
3.158,-0.001,0.034,0.035,-0.017,-0.018,0.035,0.085,0.11,0.005,-0.015,-0.025,0.0
3.16,0.0,0.035,0.035,-0.018,-0.018,0.035,0.085,0.11,0.005,-0.015,-0.025,0.0
3.162,0.004,0.035,0.031,-0.02,-0.014,0.033,0.085,0.114,0.005,-0.015,-0.025,0.0
3.164,0.005,0.035,0.03,-0.02,-0.013,0.032,0.085,0.115,0.005,-0.015,-0.025,-0.001
3.166,0.006,0.035,0.029,-0.021,-0.012,0.032,0.085,0.115,0.004,-0.015,-0.025,0.002
3.168,0.011,0.035,0.024,-0.024,-0.007,0.029,0.085,0.115,0.007,-0.014,-0.024,0.005
3.17,0.015,0.035,0.02,-0.025,-0.003,0.027,0.085,0.115,0.015,-0.01,-0.02,0.005
3.172,0.015,0.035,0.02,-0.025,-0.003,0.027,0.085,0.115,0.019,-0.01,-0.02,0.005
3.174,0.015,0.032,0.017,-0.024,-0.001,0.024,0.082,0.118,0.026,-0.01,-0.02,0.008
3.176,0.014,0.029,0.015,-0.022,0.0,0.022,0.079,0.122,0.032,-0.01,-0.02,0.01
3.178,0.016,0.03,0.014,-0.024,0.001,0.021,0.08,0.125,0.036,-0.01,-0.02,0.01
3.18,0.025,0.03,0.005,-0.028,0.01,0.017,0.08,0.125,0.04,-0.01,-0.02,0.01
3.182,0.033,0.03,-0.003,-0.031,0.018,0.013,0.08,0.125,0.04,-0.01,-0.02,0.01
3.184,0.041,0.03,-0.011,-0.035,0.026,0.009,0.08,0.128,0.04,-0.01,-0.02,0.013
3.186,0.048,0.03,-0.019,-0.039,0.033,0.005,0.08,0.131,0.04,-0.01,-0.02,0.016
3.188,0.049,0.03,-0.019,-0.04,0.034,0.006,0.08,0.13,0.04,-0.009,-0.02,0.015
3.19,0.04,0.03,-0.01,-0.035,0.025,0.01,0.08,0.13,0.04,-0.005,-0.02,0.015
3.192,0.032,0.026,-0.006,-0.028,0.018,0.01,0.08,0.13,0.04,-0.005,-0.02,0.015
3.194,0.027,0.025,-0.002,-0.025,0.014,0.011,0.08,0.13,0.04,-0.006,-0.021,0.018
3.196,0.023,0.025,0.002,-0.024,0.01,0.013,0.08,0.132,0.04,-0.003,-0.018,0.021
3.198,0.019,0.025,0.006,-0.022,0.006,0.015,0.08,0.145,0.04,0.0,-0.015,0.02
3.2,0.015,0.025,0.01,-0.02,0.002,0.017,0.08,0.165,0.04,0.0,-0.015,0.02
3.202,0.01,0.025,0.015,-0.018,-0.003,0.02,0.088,0.17,0.04,0.0,-0.011,0.024
3.204,0.014,0.025,0.011,-0.02,0.001,0.018,0.094,0.172,0.04,0.0,-0.009,0.025
3.206,0.027,0.025,-0.002,-0.026,0.014,0.011,0.093,0.178,0.04,0.002,-0.011,0.025
3.208,0.018,0.025,0.007,-0.022,0.005,0.015,0.089,0.18,0.04,0.005,-0.009,0.025
3.21,-0.015,0.025,0.04,-0.005,-0.028,0.032,0.09,0.18,0.04,0.005,-0.005,0.025
3.212,-0.011,0.027,0.038,-0.009,-0.024,0.032,0.09,0.18,0.04,0.005,-0.005,0.029
3.214,0.015,0.046,0.031,-0.031,-0.008,0.039,0.087,0.178,0.038,0.008,-0.002,0.03
3.216,0.044,0.072,0.028,-0.058,0.008,0.05,0.084,0.188,0.047,0.01,0.001,0.03
3.218,0.062,0.087,0.025,-0.075,0.018,0.056,0.086,0.201,0.062,0.01,0.0,0.03
